Phoneme	SegmentClass	stress	syllabic	short	long	consonantal	sonorant	continuant	delayedRelease	approximant	tap	trill	nasal	lateral	labial	round	labiodental	coronal	anterior	distributed	strident	dorsal	high	low	front	back	tense	retractedTongueRoot	advancedTongueRoot	periodicGlottalSource	epilaryngealSource	spreadGlottis	constrictedGlottis	fortis	lenis	raisedLarynxEjective	loweredLarynxImplosive	click
ɵ̤	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	-	+	-	-	+	-	+	-	0	0	-	-	0
ɵ̤ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	-	+	-	-	+	-	+	-	0	0	-	-	0
ʊ̤	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	-	-	-	+	-	+	-	0	0	-	-	0
ʊ̤ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	-	-	-	+	-	+	-	0	0	-	-	0
n̠̥t̠ʃ	consonant	-	-	-	-	+	+,-	-	+	-	-	-	+,-	-	-	0	0	+	-	+	-,+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
n̥ʃ	consonant	-	-	-	-	+	+,-	-,+	+	-	-	-	+,-	-	-	0	0	+	+,-	-,+	-,+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
ɱ̥f	consonant	-	-	-	-	+	+,-	-,+	+	-	-	-	+,-	-	+	-	+	-	0	0	0	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
ay	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-,+	+,-	-,+	-	+	-	-	+	-	-	-	0	0	-	-	0
vʱ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	+	-	+	-	0	0	0	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-
ɖʱ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	-	-	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-
k̰ʷ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-,+	+	-	-	0	0	0	+	+	-	-	-	0	-	-	+	-	-	+	-	-	-	-	-
p̰	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	+	-	-	-	-	-
q̰ʷ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-,+	+	-	-	0	0	0	+	-	-	-	+	0	-	-	+	-	-	+	-	-	-	-	-
s̰	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+	-	-	+	-	-	-	-	-
ts̰	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+	-	-	+	-	-	-	-	-
t̠ʃ̰	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	+	-	-	+	-	-	-	-	-
t̰	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	+	-	-	-	-	-
ae	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+,-	-,+	-	+	-	-	+	-	-	-	0	0	-	-	0
oe	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	-	-	-,+	+,-	+	-	-	+	-	-	-	0	0	-	-	0
b̻	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	+	-	-	+	0	+	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
k̻	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	0	+	0	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-
p̻	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	+	-	-	+	0	+	0	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
n̺	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
r̺	consonant	-	-	-	-	+	+	+	0	+	-	+	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
s̺	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
t̺s̺	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
o˞	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	+	+	+	+	+	-	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0
c̰	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	+	-	-	+	-	-	-	-	-
e̝	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	0	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0
o̝	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	0	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0
lʱ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-
ɳʱ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	-	-	-	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-
iã	vowel	-	+	-	-	-	+	+	0	+	-	-	-,+	-	-	0	0	-	0	0	0	+	+,-	-,+	+,-	-	+	-	-	+	-	-	-	0	0	-	-	0
uẽ	vowel	-	+	-	-	-	+	+	0	+	-	-	-,+	-	+,-	+	-	-	0	0	0	+	+,-	-	-,+	+,-	+	-	-	+	-	-	-	0	0	-	-	0
æe	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+,-	+	-	+	-	-	+	-	-	-	0	0	-	-	0
ɪa	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+,-	-,+	+,-	-	-	-	-	+	-	-	-	0	0	-	-	0
ɪã	vowel	-	+	-	-	-	+	+	0	+	-	-	-,+	-	-	0	0	-	0	0	0	+	+,-	-,+	+,-	-	-	-	-	+	-	-	-	0	0	-	-	0
ɪʌ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+,-	-	+,-	-,+	-	-	-	+	-	-	-	0	0	-	-	0
ʊa	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-,+	-	+,-	-	-	-	+	-	-	-	0	0	-	-	0
ʊe	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-	-,+	+,-	-,+	-	-	+	-	-	-	0	0	-	-	0
ʌi	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	-	-,+	+,-	-,+	-	-	+	-	-	-	0	0	-	-	0
e̤ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	+	-	0	0	-	-	0
i̤a	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+,-	-,+	+,-	-	+	-	-	+	-	+,-	-	0	0	-	-	0
ṳa	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-,+	-	+,-	+	-	-	+	-	+,-	-	0	0	-	-	0
ɑ̤	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	+	0	-	-	+	-	+	-	0	0	-	-	0
ɑ̤ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	+	0	-	-	+	-	+	-	0	0	-	-	0
ɤ̤ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+	+	-	-	+	-	+	-	0	0	-	-	0
ɯ̤a	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+,-	-,+	-	+,-	+	-	-	+	-	+,-	-	0	0	-	-	0
ɯ̤ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	+	+	-	-	+	-	+	-	0	0	-	-	0
ʌ̤ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+	-	-	-	+	-	+	-	0	0	-	-	0
r̰	consonant	-	-	-	-	+	+	+	0	+	-	+	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	+	-	-	-	-	-
ʕ̰	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	+	0	+	-	+	-	-	+	-	-	-	-	-
ʕ̰ʷ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-,+	+	-	-	0	0	0	+	-	+	-	+	0	+	-	+	-	-	+	-	-	-	-	-
bz	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-	+,-	-	-	-,+	+	-	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
fʃ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	+,-	-	+	-,+	-	+	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
pʃʰ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-	+,-	-	-	-,+	-	+	+	-	0	0	0	0	0	-	-	-	-	-,+	-	-	-	-	-	-
pʃʼ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-	+,-	-	-	-,+	-	+	+	-	0	0	0	0	0	-	-	-	-	-	-,+	-	-	-,+	-	-
mʷˠː	consonant	-	-	-	+	+	+	-	0	-	-	-	+	-	+	-,+	-	-	0	0	0	-,+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-
pʷˠ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	+	-,+	-	-	0	0	0	-,+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-
pʷˠː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	+	-,+	-	-	0	0	0	-,+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-
ɻː	consonant	-	-	-	+	+	+	+	0	+	-	-	-	-	-	0	0	+	-	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
w̥	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	-	-	-	-	-	-	-	-	-
ɟ̰̩	consonant	-	+	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	+	-	-	+	-	-	-	-	-
ɡ̰	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	+	-	-	+	-	-	-	-	-
r̃	consonant	-	-	-	-	+	+	+	0	+	-	+	+	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ts̪	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
f̰	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	+	-	+	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	+	-	-	-	-	-
θ̰	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	-	+	-	-	-	-	-
ɹ̝	consonant	-	-	-	-	-	+	+	+	+	-	-	-	-	-	0	0	+	-	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
iau	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,-,+	+	-	-	0	0	0	+	+,-,+	-,+,-	+,-,-	-,-,+	+	-	-	+	-	-	-	0	0	-	-	0
uai	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-,-	+	-	-	0	0	0	+	+,-,+	-,+,-	-,-,+	+,-,-	+	-	-	+	-	-	-	0	0	-	-	0
t̰s̰	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+	-	-	+	-	-	-	-	-
t̠ʃ̺ʰ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	-	+	-	0	0	0	0	0	-	-	-	-	+	-	-	-	-	-	-
ʃ̺	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	-	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
iou	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+,+	+	-	-	0	0	0	+	+,-,+	-	+,-,-	-,+,+	+	-	-	+	-	-	-	0	0	-	-	0
uei	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-,-	+	-	-	0	0	0	+	+,-,+	-	-,+,+	+,-,-	+	-	-	+	-	-	-	0	0	-	-	0
ye	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0
dzʲ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-
ɔɛ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	-	-	-,+	+,-	-	-	-	+	-	-	-	0	0	-	-	0
ɛɪ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	-	+	-	-	-	-	+	-	-	-	0	0	-	-	0
œy	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-,+	-	+	-	-,+	-	-	+	-	-	-	0	0	-	-	0
ɔu	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-,+	-	-	+	-,+	-	-	+	-	-	-	0	0	-	-	0
ɛi̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	-	+	-	-,+	-	-	+	-	-	-	0	0	-	-	0
ˀj̰	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	+	-	-	-	-	-
ˀw̰	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	+	-	-	-	-	-
ⱱ̟	consonant	-	-	-	-	+	+	+	0	+	+	-	-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ṵ̃	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	+	0	0	-	-	0
ai̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	+,-	-,+	-	+	-	-	+	-	-	-	0	0	-	-	0
au̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-,+	+,-	-	-,+	+	-	-	+	-	-	-	0	0	-	-	0
ei̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0
eu̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-,+	-	+,-	-,+	+	-	-	+	-	-	-	0	0	-	-	0
i̯ai̯	vowel	-	-,+,-	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+,-,+	-,+,-	+,-,+	-	+	-	-	+	-	-	-	0	0	-	-	0
i̯au̯	vowel	-	-,+,-	-	-	-	+	+	0	+	-	-	-	-	-,-,+	+	-	-	0	0	0	+	+,-,+	-,+,-	+,-,-	-,-,+	+	-	-	+	-	-	-	0	0	-	-	0
i̯e	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+,-	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0
i̯eu̯	vowel	-	-,+,-	-	-	-	+	+	0	+	-	-	-	-	-,-,+	+	-	-	0	0	0	+	+,-,+	-	+,+,-	-,-,+	+	-	-	+	-	-	-	0	0	-	-	0
i̯o	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	+,-	-	+,-	-,+	+	-	-	+	-	-	-	0	0	-	-	0
oi̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	-,+	-	-,+	+,-	+	-	-	+	-	-	-	0	0	-	-	0
ou̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-,+	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0
ui̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+	-	-,+	+,-	+	-	-	+	-	-	-	0	0	-	-	0
u̯a	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-,+	-	+,-	+	-	-	+	-	-	-	0	0	-	-	0
u̯ai̯	vowel	-	-,+,-	-	-	-	+	+	0	+	-	-	-	-	+,-,-	+	-	-	0	0	0	+	+,-,+	-,+,-	-,-,+	+,-,-	+	-	-	+	-	-	-	0	0	-	-	0
u̯e	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-	-,+	+,-	+	-	-	+	-	-	-	0	0	-	-	0
u̯ei̯	vowel	-	-,+,-	-	-	-	+	+	0	+	-	-	-	-	+,-,-	+	-	-	0	0	0	+	+,-,+	-	-,+,+	+,-,-	+	-	-	+	-	-	-	0	0	-	-	0
u̯i	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+	-	-,+	+,-	+	-	-	+	-	-	-	0	0	-	-	0
u̯o	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+,-	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0
ld	consonant	-	-	-	-	+	+,-	+,-	-	+,-	-	-	-	+,-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
aɪ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	+,-	-,+	-	-	-	-	+	-	-	-	0	0	-	-	0
aʊ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-,+	+,-	-	-,+	-	-	-	+	-	-	-	0	0	-	-	0
k͉ʷ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-,+	+	-	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	-	+	-	-	-
l͉	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	+	-	-	-
m͉	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	+	-	-	-
n͉	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	+	-	-	-
ʂ͉	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	-	+	-	0	0	0	0	0	-	-	-	-	-	-	-	+	-	-	-
aˀ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	+	0	0	-	-	0
eo	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-	-	+,-	-,+	+	-	-	+	-	-	-	0	0	-	-	0
eˀ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	+	0	0	-	-	0
io	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	+,-	-	+,-	-,+	+	-	-	+	-	-	-	0	0	-	-	0
iˀ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	+	0	0	-	-	0
oˀ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	+	0	0	-	-	0
uˀ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	+	0	0	-	-	0
w̞	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	-	-	-	+	-	-	-	-	-	-	-	-
ɥ̥	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	+	-	+	-	-	-	-	-	-	-	-	-	-	-
ɐi	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	-,+	+,-	-,+	-	+	-	-	+	-	-	-	0	0	-	-	0
ɐu	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-,+	+,-	-	-,+	+	-	-	+	-	-	-	0	0	-	-	0
ɔɪ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	-,+	-	-,+	+,-	-	-	-	+	-	-	-	0	0	-	-	0
ɛʊ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-,+	-	+,-	-,+	-	-	-	+	-	-	-	0	0	-	-	0
ʊu	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	-,+	-	-	+	-	-	-	0	0	-	-	0
ʊɪ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+	-	-,+	+,-	-	-	-	+	-	-	-	0	0	-	-	0
ʈʼ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	-	-	-	0	0	0	0	0	-	-	-	-	-	+	-	-	+	-	-
ɲj	consonant	-	-	-	-	+,-	+	-,+	0	-,+	-	-	+,-	-	-	0	0	+,-	-	+	-	+	+	-	+	-	+	-	-	+	-	-	-	-	-	-	-	-
ʱm	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	+,-	-	-	-	-	-	-
ʱn̪	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	+,-	-	-	-	-	-	-
ʱɾ̪	consonant	-	-	-	-	+	+	+	0	+	+	-	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	+,-	-	-	-	-	-	-
ʎ̥	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-
ɯ̰	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	+	0	0	-	-	0
ãi	vowel	-	+	-	-	-	+	+	0	+	-	-	+,-	-	-	0	0	-	0	0	0	+	-,+	+,-	-,+	-	+	-	-	+	-	-	-	0	0	-	-	0
ĩə	vowel	-	+	-	-	-	+	+	0	+	-	-	+,-	-	-	0	0	-	0	0	0	+	+,-	-	+,-	-	+,-	-	-	+	-	-	-	0	0	-	-	0
ũə	vowel	-	+	-	-	-	+	+	0	+	-	-	+,-	-	+,-	+	-	-	0	0	0	+	+,-	-	-	+,-	+,-	-	-	+	-	-	-	0	0	-	-	0
ɔə	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	-	-	-	+,-	-	-	-	+	-	-	-	0	0	-	-	0
ɛə	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+,-	-	-	-	-	+	-	-	-	0	0	-	-	0
ɛ̃ə	vowel	-	+	-	-	-	+	+	0	+	-	-	+,-	-	-	0	0	-	0	0	0	+	-	-	+,-	-	-	-	-	+	-	-	-	0	0	-	-	0
ɯ̃ə	vowel	-	+	-	-	-	+	+	0	+	-	-	+,-	-	-	0	0	-	0	0	0	+	+,-	-	-	+,-	+,-	-	-	+	-	-	-	0	0	-	-	0
ʌə	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+,-	-	-	-	+	-	-	-	0	0	-	-	0
iɨ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+,-	-	+	-	-	+	-	-	-	0	0	-	-	0
uɨ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+	-	-	+,-	+	-	-	+	-	-	-	0	0	-	-	0
mˠ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-,+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-
sˠ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	-	+	-,+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-
zˠ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	-	+	-,+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-
ðˠ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	-	-,+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-
ɾ̪ˠ	consonant	-	-	-	-	+	+	+	0	+	+	-	-	-	-	0	0	+	+	+	-	-,+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-
æu	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-,+	+,-	+,-	-,+	+	-	-	+	-	-	-	0	0	-	-	0
ɪi	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	-,+	-	-	+	-	-	-	0	0	-	-	0
ieː	vowel	-	+	-	-,+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+,-	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0
iɔ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	+,-	-	+,-	-,+	+,-	-	-	+	-	-	-	0	0	-	-	0
iɛː	vowel	-	+	-	-,+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+,-	-	+	-	+,-	-	-	+	-	-	-	0	0	-	-	0
ɑi	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	+,-	-,+	+,-	+	-	-	+	-	-	-	0	0	-	-	0
